project,revision_num,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,is_increased
eclipse.platform.ui,19056,1,0,0,0,0,0,1,0
eclipse.platform.ui,19058,0,1,0,1,0,0,1,1
eclipse.platform.ui,19072,0,0,0,1,0,0,1,0
eclipse.platform.ui,19088,0,1,0,1,0,0,1,0
eclipse.platform.ui,19132,0,0,0,1,0,0,1,0
eclipse.platform.ui,19151,0,0,0,0,0,0,0,0
eclipse.platform.ui,19153,0,0,0,0,0,0,0,0
eclipse.platform.ui,19187,0,0,1,1,0,0,1,0
eclipse.platform.ui,19202,0,0,0,1,0,0,1,1
eclipse.platform.ui,19253,0,0,1,0,0,0,1,0
eclipse.platform.ui,19301,0,0,0,0,0,0,0,0
eclipse.platform.ui,19303,0,1,1,0,0,0,1,0
eclipse.platform.ui,19311,0,1,1,1,0,0,1,0
eclipse.platform.ui,19356,0,0,0,1,0,0,1,0
eclipse.platform.ui,19373,0,1,1,0,0,0,1,0
eclipse.platform.ui,19454,0,1,0,0,1,0,1,0
eclipse.platform.ui,19539,1,0,0,0,1,0,1,0
eclipse.platform.ui,19633,0,0,0,1,0,0,1,0
eclipse.platform.ui,19648,0,0,0,0,0,0,0,0
eclipse.platform.ui,19649,0,0,0,0,0,0,0,0
eclipse.platform.ui,19687,0,1,0,0,0,0,1,0
eclipse.platform.ui,19691,1,0,0,0,0,0,1,0
eclipse.platform.ui,19716,1,0,1,0,0,0,1,0
eclipse.platform.ui,19746,0,1,0,0,1,0,1,1
eclipse.platform.ui,19810,0,0,0,1,0,0,1,0
eclipse.platform.ui,19858,0,0,1,0,0,0,1,0
eclipse.platform.ui,19900,0,1,0,1,0,0,1,0
eclipse.platform.ui,19992,1,0,0,0,0,0,1,0
eclipse.platform.ui,19995,1,0,0,0,0,0,1,0
eclipse.platform.ui,20126,0,0,0,1,0,0,1,0
eclipse.platform.ui,20198,0,0,0,1,0,0,1,0
eclipse.platform.ui,20203,0,0,1,1,0,0,1,0
eclipse.platform.ui,20372,0,1,1,1,1,0,1,1
eclipse.platform.ui,20389,0,1,1,1,0,0,1,0
eclipse.platform.ui,20428,0,0,1,1,0,0,1,0
eclipse.platform.ui,20615,0,1,1,1,0,0,1,0
eclipse.platform.ui,20674,0,1,0,1,1,0,1,1
eclipse.platform.ui,20690,0,1,1,1,0,0,1,0
eclipse.platform.ui,20702,0,1,1,1,0,0,1,0
eclipse.platform.ui,20706,0,0,0,1,0,0,1,0
eclipse.platform.ui,20715,1,1,0,0,0,0,1,0
eclipse.platform.ui,20724,0,1,0,1,0,0,1,0
eclipse.platform.ui,20741,1,0,0,0,0,0,1,0
eclipse.platform.ui,20747,1,0,0,0,0,0,1,0
eclipse.platform.ui,20768,0,0,0,0,0,0,0,0
eclipse.platform.ui,20889,0,0,1,1,0,0,1,0
eclipse.platform.ui,20995,1,1,0,1,0,0,1,0
eclipse.platform.ui,20996,0,1,1,1,0,0,1,0
eclipse.platform.ui,20999,0,0,1,1,0,0,1,0
eclipse.platform.ui,21002,0,0,0,0,0,0,0,0
eclipse.platform.ui,21004,0,1,0,1,0,0,1,0
eclipse.platform.ui,21013,0,0,1,0,1,0,1,0
eclipse.platform.ui,21021,1,0,0,0,0,0,1,0
eclipse.platform.ui,21059,1,0,0,0,0,0,1,0
eclipse.platform.ui,21063,0,1,1,1,0,0,1,1
eclipse.platform.ui,21127,0,0,0,1,0,0,1,0
eclipse.platform.ui,21158,1,0,0,1,0,0,1,0
eclipse.platform.ui,21216,0,0,0,1,0,0,1,0
eclipse.platform.ui,21223,0,0,0,1,0,0,1,0
eclipse.platform.ui,21240,0,1,0,0,1,0,1,1
eclipse.platform.ui,21261,1,0,0,1,0,0,1,0
eclipse.platform.ui,21264,0,1,1,1,0,0,1,1
eclipse.platform.ui,21283,1,1,0,1,1,0,1,0
eclipse.platform.ui,21319,0,0,0,1,0,0,1,1
eclipse.platform.ui,21330,0,0,0,1,0,0,1,0
eclipse.platform.ui,21388,0,0,0,1,0,0,1,0
eclipse.platform.ui,21406,0,0,0,0,0,0,0,0
eclipse.platform.ui,21433,0,0,0,1,0,0,1,0
eclipse.platform.ui,21442,0,1,1,1,1,0,1,0
eclipse.platform.ui,21443,0,1,1,0,0,0,1,0
eclipse.platform.ui,21553,0,1,0,1,0,0,1,0
eclipse.platform.ui,21559,1,0,0,1,0,0,1,0
eclipse.platform.ui,21575,0,0,0,1,0,0,1,0
eclipse.platform.ui,21586,0,1,1,1,0,0,1,0
eclipse.platform.ui,21602,0,1,1,0,0,0,1,0
eclipse.platform.ui,21626,0,1,1,1,0,0,1,0
eclipse.platform.ui,21710,0,1,0,0,0,0,1,0
eclipse.platform.ui,21727,0,0,1,1,0,0,1,0
eclipse.platform.ui,21769,0,1,1,0,0,0,1,0
eclipse.platform.ui,21774,0,0,0,0,0,0,0,0
eclipse.platform.ui,21813,0,0,0,0,0,0,0,1
eclipse.platform.ui,21817,0,1,0,1,0,0,1,1
eclipse.platform.ui,21821,0,1,1,0,0,0,1,0
eclipse.platform.ui,21825,0,0,0,0,0,0,0,1
eclipse.platform.ui,21828,0,1,0,0,0,0,1,0
eclipse.platform.ui,21850,0,0,0,1,0,0,1,0
eclipse.platform.ui,21859,1,0,0,1,0,0,1,0
eclipse.platform.ui,21915,1,0,0,0,0,0,1,0
eclipse.platform.ui,21919,0,1,0,1,0,0,1,0
eclipse.platform.ui,21920,0,1,1,0,0,0,1,0
eclipse.platform.ui,21921,1,0,1,1,1,0,1,0
eclipse.platform.ui,21924,1,0,0,1,0,0,1,0
eclipse.platform.ui,21925,1,0,0,0,1,0,1,1
eclipse.platform.ui,21943,0,0,0,0,0,0,0,0
eclipse.platform.ui,21975,0,0,0,1,0,0,1,0
eclipse.platform.ui,22000,0,1,1,1,0,0,1,0
eclipse.platform.ui,22001,0,1,0,0,0,0,1,0
eclipse.platform.ui,22018,0,0,0,0,1,0,1,0
eclipse.platform.ui,22074,1,1,0,1,0,0,1,0
eclipse.platform.ui,22081,1,0,0,1,0,0,1,0
eclipse.platform.ui,22095,0,0,0,0,0,0,0,0
eclipse.platform.ui,22096,0,0,0,0,0,0,0,0
eclipse.platform.ui,22155,0,1,1,1,1,0,1,1
eclipse.platform.ui,22183,0,0,0,0,0,0,0,0
eclipse.platform.ui,22202,0,0,0,0,0,0,0,0
eclipse.platform.ui,22232,0,0,0,1,0,0,1,0
eclipse.platform.ui,22260,0,0,0,0,0,0,0,0
eclipse.platform.ui,22285,0,1,0,0,0,0,1,0
eclipse.platform.ui,22301,0,0,0,1,0,0,1,0
eclipse.platform.ui,22333,0,0,0,0,0,0,0,0
eclipse.platform.ui,22335,0,1,1,0,0,0,1,0
eclipse.platform.ui,22347,1,0,0,1,0,0,1,0
eclipse.platform.ui,22353,0,1,1,1,0,0,1,0
eclipse.platform.ui,22354,1,0,0,1,0,0,1,0
eclipse.platform.ui,22355,0,1,0,1,0,0,1,1
eclipse.platform.ui,22361,1,0,0,1,0,0,1,0
eclipse.platform.ui,22401,0,1,0,0,0,0,1,0
eclipse.platform.ui,22449,0,0,0,1,0,0,1,0
eclipse.platform.ui,22501,0,0,0,0,0,0,0,0
eclipse.platform.ui,22571,0,0,0,0,0,0,0,0
eclipse.platform.ui,22586,1,0,0,0,1,0,1,0
eclipse.platform.ui,22610,1,0,0,1,1,0,1,0
eclipse.platform.ui,22622,0,1,0,1,1,0,1,1
eclipse.platform.ui,22623,0,0,0,0,0,0,0,0
eclipse.platform.ui,22631,0,0,0,1,0,0,1,0
eclipse.platform.ui,22706,0,1,0,1,1,0,1,0
eclipse.platform.ui,22714,0,1,1,0,0,0,1,0
eclipse.platform.ui,22728,0,1,1,0,0,0,1,0
eclipse.platform.ui,22731,0,1,0,1,0,0,1,1
eclipse.platform.ui,22733,1,0,1,1,0,0,1,0
eclipse.platform.ui,22786,1,0,0,1,0,0,1,0
eclipse.platform.ui,22797,1,0,0,1,0,0,1,0
eclipse.platform.ui,22860,1,1,1,1,0,0,1,0
eclipse.platform.ui,22872,0,1,1,1,0,0,1,0
eclipse.platform.ui,22899,1,0,0,1,0,0,1,0
eclipse.platform.ui,22904,1,0,0,1,0,0,1,0
eclipse.platform.ui,22909,1,0,0,1,0,0,1,0
eclipse.platform.ui,22951,0,0,0,1,0,0,1,0
eclipse.platform.ui,22961,0,1,0,1,0,0,1,1
eclipse.platform.ui,22974,1,0,0,1,0,0,1,0
eclipse.platform.ui,22994,1,0,0,1,0,0,1,0
eclipse.platform.ui,22996,0,0,1,0,0,0,1,0
eclipse.platform.ui,22997,0,1,0,1,0,0,1,0
eclipse.platform.ui,22998,0,0,1,1,0,0,1,0
eclipse.platform.ui,22999,0,0,1,1,0,0,1,0
eclipse.platform.ui,23001,0,0,0,1,0,0,1,0
eclipse.platform.ui,23002,0,0,0,1,0,0,1,0
eclipse.platform.ui,23005,1,1,1,1,0,0,1,0
eclipse.platform.ui,23013,0,0,0,0,0,0,0,0
eclipse.platform.ui,23036,0,0,1,0,0,0,1,0
eclipse.platform.ui,23058,0,0,1,0,0,0,1,1
eclipse.platform.ui,23071,0,1,1,0,0,0,1,0
eclipse.platform.ui,23084,0,0,0,1,0,1,1,0
eclipse.platform.ui,23085,0,0,0,1,0,1,1,0
eclipse.platform.ui,23114,0,0,0,1,0,0,1,0
eclipse.platform.ui,23174,0,0,0,1,0,0,1,0
eclipse.platform.ui,23180,1,0,0,1,0,0,1,0
eclipse.platform.ui,23181,1,0,0,0,0,0,1,0
eclipse.platform.ui,23183,0,1,0,1,0,0,1,0
eclipse.platform.ui,23185,1,1,0,1,0,0,1,0
eclipse.platform.ui,23188,0,0,0,1,0,0,1,0
eclipse.platform.ui,23238,1,1,0,1,1,0,1,0
eclipse.platform.ui,23253,1,1,0,1,0,0,1,0
eclipse.platform.ui,23267,0,1,0,1,0,0,1,0
eclipse.platform.ui,23347,0,1,0,0,0,0,1,0
eclipse.platform.ui,23372,1,1,0,1,1,0,1,1
eclipse.platform.ui,23452,1,0,0,1,0,0,1,0
eclipse.platform.ui,23523,1,0,0,1,1,0,1,0
eclipse.platform.ui,23525,1,1,0,1,0,0,1,0
eclipse.platform.ui,23527,1,0,0,1,0,0,1,0
eclipse.platform.ui,23530,1,1,0,1,0,0,1,0
eclipse.platform.ui,23532,1,1,0,1,0,0,1,0
eclipse.platform.ui,23545,1,0,0,1,0,0,1,0
eclipse.platform.ui,23546,1,0,0,1,0,0,1,0
eclipse.platform.ui,23563,1,0,0,1,0,0,1,0
eclipse.platform.ui,23565,0,1,0,1,0,0,1,1
eclipse.platform.ui,23568,0,0,0,1,0,0,1,0
eclipse.platform.ui,23570,0,0,0,1,0,0,1,0
eclipse.platform.ui,23571,0,0,0,1,0,0,1,0
eclipse.platform.ui,23572,0,0,0,1,0,0,1,0
eclipse.platform.ui,23573,0,0,0,1,0,0,1,0
eclipse.platform.ui,23578,0,0,0,1,0,0,1,0
eclipse.platform.ui,23583,0,0,1,0,0,0,1,0
eclipse.platform.ui,23608,1,1,0,1,0,0,1,0
eclipse.platform.ui,23609,0,0,1,1,0,0,1,0
eclipse.platform.ui,23612,0,1,0,1,0,0,1,0
eclipse.platform.ui,23615,1,0,0,1,0,0,1,0
eclipse.platform.ui,23619,0,0,0,1,0,0,1,0
eclipse.platform.ui,23620,0,0,0,1,0,0,1,0
eclipse.platform.ui,23644,1,1,0,1,0,0,1,0
eclipse.platform.ui,23678,1,0,0,1,0,0,1,0
eclipse.platform.ui,23758,0,0,0,1,0,0,1,0
eclipse.platform.ui,23777,1,0,0,1,0,0,1,1
eclipse.platform.ui,23782,0,1,1,1,0,0,1,0
eclipse.platform.ui,23787,1,0,0,1,0,0,1,0
eclipse.platform.ui,23790,1,0,0,1,0,0,1,0
eclipse.platform.ui,23791,1,0,0,1,0,0,1,0
eclipse.platform.ui,23807,0,0,1,1,0,0,1,0
eclipse.platform.ui,23810,0,0,0,1,0,0,1,0
eclipse.platform.ui,23821,0,1,0,0,1,0,1,0
eclipse.platform.ui,23824,0,0,0,1,0,1,1,0
eclipse.platform.ui,23825,0,1,1,1,0,0,1,0
eclipse.platform.ui,23826,0,1,1,1,0,0,1,0
eclipse.platform.ui,23894,1,1,0,0,0,0,1,0
eclipse.platform.ui,23895,1,1,0,1,0,0,1,0
eclipse.platform.ui,23900,1,0,0,1,1,0,1,1
eclipse.platform.ui,23901,1,1,1,1,1,0,1,0
eclipse.platform.ui,23902,0,0,0,1,0,0,1,0
eclipse.platform.ui,23905,0,0,0,0,0,0,0,0
eclipse.platform.ui,23912,1,0,0,1,0,0,1,0
eclipse.platform.ui,23983,1,0,0,1,0,0,1,0
eclipse.platform.ui,23984,1,0,0,1,0,0,1,0
eclipse.platform.ui,23987,0,1,0,1,0,0,1,0
eclipse.platform.ui,23999,0,1,0,1,0,0,1,0
eclipse.platform.ui,24001,0,0,0,1,0,0,1,0
eclipse.platform.ui,24006,1,0,0,1,0,0,1,0
eclipse.platform.ui,24054,1,1,1,1,0,0,1,0
eclipse.platform.ui,24062,0,0,0,1,0,0,1,1
eclipse.platform.ui,24084,0,0,0,0,0,0,0,0
eclipse.platform.ui,24085,0,0,0,0,0,0,0,0
eclipse.platform.ui,24086,0,0,1,0,0,1,1,0
eclipse.platform.ui,24089,0,0,0,1,0,0,1,0
eclipse.platform.ui,24090,0,0,0,1,0,0,1,0
eclipse.platform.ui,24093,1,1,0,1,0,0,1,0
eclipse.platform.ui,24099,1,0,0,1,0,0,1,0
eclipse.platform.ui,24100,1,0,0,1,1,0,1,0
eclipse.platform.ui,24101,0,1,0,1,0,1,1,0
eclipse.platform.ui,24102,1,0,0,1,0,0,1,0
eclipse.platform.ui,24103,1,0,0,1,0,0,1,0
eclipse.platform.ui,24104,1,0,0,1,0,0,1,0
eclipse.platform.ui,24108,0,0,0,1,0,0,1,0
eclipse.platform.ui,24112,1,0,0,1,0,0,1,0
eclipse.platform.ui,24114,1,0,0,1,0,0,1,0
eclipse.platform.ui,24115,1,0,0,1,0,0,1,0
eclipse.platform.ui,24116,1,0,0,1,0,0,1,0
eclipse.platform.ui,24118,1,0,0,1,0,0,1,0
eclipse.platform.ui,24119,0,1,0,1,0,1,1,0
eclipse.platform.ui,24124,0,0,1,1,0,0,1,0
eclipse.platform.ui,24126,0,1,0,0,0,0,1,0
eclipse.platform.ui,24194,0,0,0,0,0,0,0,0
eclipse.platform.ui,24213,1,0,0,1,0,0,1,0
eclipse.platform.ui,24228,1,0,0,1,0,0,1,0
eclipse.platform.ui,24230,0,1,1,0,0,0,1,0
eclipse.platform.ui,24260,0,0,0,1,0,0,1,0
eclipse.platform.ui,24266,0,1,1,1,0,0,1,0
eclipse.platform.ui,24272,0,0,0,0,0,0,0,0
eclipse.platform.ui,24279,0,0,0,1,0,0,1,0
eclipse.platform.ui,24280,0,1,0,1,0,0,1,0
eclipse.platform.ui,24281,0,0,0,1,0,0,1,0
eclipse.platform.ui,24283,1,0,0,0,0,0,1,0
eclipse.platform.ui,24291,1,0,1,1,0,0,1,1
eclipse.platform.ui,24292,0,0,0,1,0,0,1,0
eclipse.platform.ui,24304,0,1,1,0,0,0,1,0
eclipse.platform.ui,24309,0,1,0,0,0,0,1,0
eclipse.platform.ui,24315,0,1,0,1,1,0,1,1
eclipse.platform.ui,24321,0,1,1,0,0,0,1,0
eclipse.platform.ui,24358,0,0,0,0,0,0,0,0
eclipse.platform.ui,24381,0,0,0,0,0,0,0,0
eclipse.platform.ui,24421,1,0,0,1,0,0,1,0
eclipse.platform.ui,24432,1,0,0,1,0,0,1,0
eclipse.platform.ui,24433,1,0,0,0,0,0,1,0
eclipse.platform.ui,24434,1,0,0,1,0,0,1,0
eclipse.platform.ui,24435,1,0,0,0,0,0,1,0
eclipse.platform.ui,24437,1,0,0,0,0,0,1,0
eclipse.platform.ui,24447,0,1,1,0,0,0,1,0
eclipse.platform.ui,24448,1,0,0,1,0,0,1,0
eclipse.platform.ui,24496,0,1,1,0,0,0,1,0
eclipse.platform.ui,24509,0,0,0,1,0,0,1,0
eclipse.platform.ui,24511,0,0,1,1,0,0,1,1
eclipse.platform.ui,24518,0,1,1,1,0,0,1,0
eclipse.platform.ui,24546,0,1,1,1,0,0,1,1
eclipse.platform.ui,24560,1,0,0,0,0,0,1,0
eclipse.platform.ui,24561,1,0,0,0,0,0,1,0
eclipse.platform.ui,24562,1,0,0,0,0,0,1,0
eclipse.platform.ui,24582,1,0,0,1,0,0,1,1
eclipse.platform.ui,24583,1,0,0,1,0,0,1,0
eclipse.platform.ui,24595,1,0,0,0,0,0,1,0
eclipse.platform.ui,24597,1,1,0,0,0,0,1,1
eclipse.platform.ui,24599,0,1,1,1,0,0,1,0
eclipse.platform.ui,24603,1,0,0,1,0,0,1,0
eclipse.platform.ui,24649,1,0,0,0,0,0,1,0
eclipse.platform.ui,24658,0,1,0,0,0,0,1,0
eclipse.platform.ui,24669,1,0,0,0,0,0,1,0
eclipse.platform.ui,24687,0,0,1,1,0,0,1,0
eclipse.platform.ui,24770,0,1,0,0,1,0,1,1
eclipse.platform.ui,24806,0,1,1,0,0,0,1,0
eclipse.platform.ui,24944,0,0,0,0,0,0,0,0
eclipse.platform.ui,24951,0,1,1,0,0,0,1,1
eclipse.platform.ui,25074,1,0,0,0,0,0,1,0
eclipse.platform.ui,25076,0,0,0,1,0,0,1,0
eclipse.platform.ui,25121,0,0,0,0,0,0,0,0
eclipse.platform.ui,25153,1,1,0,1,0,0,1,0
eclipse.platform.ui,25154,0,0,1,0,0,0,1,0
eclipse.platform.ui,25159,0,1,0,0,0,0,1,0
eclipse.platform.ui,25167,0,1,1,1,1,0,1,0
eclipse.platform.ui,25196,1,0,0,1,0,0,1,0
eclipse.platform.ui,25271,0,0,1,1,0,0,1,0
eclipse.platform.ui,25289,1,0,0,0,1,0,1,0
eclipse.platform.ui,25360,1,0,0,1,0,0,1,0
eclipse.platform.ui,25370,1,1,0,1,0,0,1,0
eclipse.platform.ui,25372,1,1,0,1,0,0,1,0
eclipse.platform.ui,25421,0,1,0,1,1,0,1,0
eclipse.platform.ui,25424,1,1,0,1,0,0,1,0
eclipse.platform.ui,25434,1,1,0,1,0,0,1,0
eclipse.platform.ui,25456,0,1,0,1,0,0,1,0
eclipse.platform.ui,25467,0,0,0,1,0,0,1,0
eclipse.platform.ui,25485,1,0,0,1,0,0,1,0
eclipse.platform.ui,25487,0,1,0,0,0,0,1,0
eclipse.platform.ui,25507,1,0,0,1,0,0,1,0
eclipse.platform.ui,25508,1,0,0,0,0,0,1,0
eclipse.platform.ui,25513,1,0,0,0,0,0,1,0
eclipse.platform.ui,25520,1,0,0,1,0,0,1,0
eclipse.platform.ui,25528,1,0,0,1,0,0,1,0
eclipse.platform.ui,25549,1,0,0,1,0,0,1,0
eclipse.platform.ui,25573,0,0,0,0,0,0,0,0
eclipse.platform.ui,25576,0,0,0,1,0,0,1,0
eclipse.platform.ui,25602,0,0,0,0,0,0,0,0
eclipse.platform.ui,25616,0,0,0,0,0,0,0,0
eclipse.platform.ui,25618,0,0,0,0,0,0,0,0
eclipse.platform.ui,25631,1,0,0,0,0,0,1,0
eclipse.platform.ui,25652,1,0,0,1,0,0,1,0
eclipse.platform.ui,25677,0,0,0,0,0,0,0,0
eclipse.platform.ui,25678,0,1,0,0,0,0,1,0
eclipse.platform.ui,25679,0,1,0,0,0,0,1,0
eclipse.platform.ui,25686,0,0,0,0,0,0,0,0
eclipse.platform.ui,25694,0,1,1,0,1,0,1,1
eclipse.platform.ui,25748,0,0,0,1,0,0,1,0
eclipse.platform.ui,25751,0,0,0,0,0,0,0,0
eclipse.platform.ui,25752,0,1,1,0,0,0,1,0
eclipse.platform.ui,25759,0,1,0,0,0,0,1,0
eclipse.platform.ui,25762,0,1,0,0,0,0,1,0
eclipse.platform.ui,25785,1,0,0,1,0,0,1,0
eclipse.platform.ui,25802,0,0,0,1,0,0,1,0
eclipse.platform.ui,25804,0,1,0,1,0,0,1,0
eclipse.platform.ui,25809,1,0,0,1,0,0,1,1
eclipse.platform.ui,25812,0,1,0,0,1,0,1,0
eclipse.platform.ui,25831,0,1,1,1,0,1,1,0
eclipse.platform.ui,25837,0,0,1,1,0,0,1,0
eclipse.platform.ui,25843,0,1,1,1,0,0,1,1
eclipse.platform.ui,25844,0,0,1,1,0,0,1,0
eclipse.platform.ui,25853,0,1,1,0,0,0,1,1
eclipse.platform.ui,25894,0,0,1,0,0,0,1,0
eclipse.platform.ui,26032,1,0,0,0,0,0,1,0
eclipse.platform.ui,26058,0,0,0,0,0,0,0,0
eclipse.platform.ui,26062,0,0,0,0,0,0,0,0
eclipse.platform.ui,26078,0,1,0,0,1,0,1,0
eclipse.platform.ui,26085,0,0,0,0,0,0,0,0
eclipse.platform.ui,26095,1,0,0,1,0,0,1,1
eclipse.platform.ui,26096,0,0,0,0,0,0,0,0
eclipse.platform.ui,26101,1,0,0,1,0,0,1,0
eclipse.platform.ui,26107,0,0,0,1,0,0,1,0
eclipse.platform.ui,26155,0,0,1,1,0,0,1,0
eclipse.platform.ui,26168,1,0,0,1,0,0,1,0
eclipse.platform.ui,26223,0,0,0,1,0,0,1,0
eclipse.platform.ui,26233,0,0,0,1,0,0,1,0
eclipse.platform.ui,26239,0,0,1,0,0,0,1,0
eclipse.platform.ui,26248,0,0,1,0,0,0,1,0
eclipse.platform.ui,26257,0,1,1,1,0,0,1,0
eclipse.platform.ui,26298,0,0,0,0,0,0,0,0
eclipse.platform.ui,26349,0,1,0,1,0,0,1,0
eclipse.platform.ui,26381,0,0,0,1,0,0,1,0
eclipse.platform.ui,26415,0,0,0,0,1,0,1,0
eclipse.platform.ui,26431,0,0,0,1,0,0,1,0
eclipse.platform.ui,26449,0,0,0,1,0,0,1,0
eclipse.platform.ui,26465,0,0,0,0,0,0,0,0
eclipse.platform.ui,26470,0,0,0,0,0,0,0,0
eclipse.platform.ui,26490,0,1,0,1,0,0,1,0
eclipse.platform.ui,26519,0,1,0,1,0,0,1,0
eclipse.platform.ui,26523,0,0,0,0,0,0,0,0
eclipse.platform.ui,26571,0,0,0,0,0,0,0,0
eclipse.platform.ui,26590,0,0,1,1,0,0,1,0
eclipse.platform.ui,26684,0,1,1,1,0,0,1,0
eclipse.platform.ui,26738,0,0,1,0,0,0,1,0
eclipse.platform.ui,26758,0,1,1,0,0,0,1,1
eclipse.platform.ui,26813,1,0,0,1,0,0,1,0
eclipse.platform.ui,26951,0,1,0,0,0,0,1,0
eclipse.platform.ui,27100,0,0,0,1,0,0,1,0
eclipse.platform.ui,27238,0,0,1,0,0,0,1,0
eclipse.platform.ui,27368,0,0,0,1,0,0,1,0
eclipse.platform.ui,27369,0,1,0,1,0,0,1,0
eclipse.platform.ui,27392,0,0,0,0,0,0,0,0
eclipse.platform.ui,27445,0,0,0,0,0,0,0,0
eclipse.platform.ui,27471,0,0,0,0,0,0,0,0
eclipse.platform.ui,27497,0,1,0,1,0,0,1,0
eclipse.platform.ui,27536,1,0,0,0,1,0,1,0
eclipse.platform.ui,27544,0,0,0,0,0,0,0,0
eclipse.platform.ui,27669,0,1,0,0,0,0,1,0
eclipse.platform.ui,27725,0,1,0,0,0,0,1,0
eclipse.platform.ui,28171,0,0,1,0,0,0,1,0
eclipse.platform.ui,28177,0,1,0,1,0,0,1,0
eclipse.platform.ui,28203,0,0,0,0,0,0,0,0
eclipse.platform.ui,28211,0,0,0,0,0,0,0,0
eclipse.platform.ui,28212,0,0,1,1,1,0,1,0
eclipse.platform.ui,28240,0,1,0,0,1,0,1,1
eclipse.platform.ui,28437,1,0,0,1,0,0,1,0
eclipse.platform.ui,28440,1,0,0,1,0,0,1,0
eclipse.platform.ui,28791,0,1,0,1,0,0,1,0
eclipse.platform.ui,29003,0,0,0,0,0,0,0,0
eclipse.platform.ui,29008,0,0,0,0,0,0,0,0
eclipse.platform.ui,29089,0,1,0,1,0,1,1,0
eclipse.platform.ui,29495,0,0,0,0,0,0,0,0
eclipse.platform.ui,29632,0,0,0,0,0,0,0,0
eclipse.platform.ui,29885,0,0,0,0,0,0,0,0
eclipse.platform.ui,29940,1,0,0,0,0,0,1,0
eclipse.platform.ui,30231,0,1,0,1,0,0,1,0
eclipse.platform.ui,30232,1,0,0,1,0,0,1,0
eclipse.platform.ui,30250,1,0,0,0,0,0,1,0
eclipse.platform.ui,30284,1,1,0,1,0,0,1,0
eclipse.platform.ui,30312,0,0,0,1,0,0,1,0
eclipse.platform.ui,30336,0,0,0,1,0,0,1,0
eclipse.platform.ui,30354,0,0,0,1,0,0,1,0
eclipse.platform.ui,30355,1,0,0,0,0,0,1,0
eclipse.platform.ui,30364,1,0,0,1,0,0,1,0
eclipse.platform.ui,30367,1,0,0,1,0,0,1,0
eclipse.platform.ui,30370,0,0,0,1,0,0,1,1
eclipse.platform.ui,30422,0,0,0,1,0,0,1,0
eclipse.platform.ui,30443,1,0,0,1,0,0,1,0
eclipse.platform.ui,30444,1,0,0,1,0,0,1,0
eclipse.platform.ui,30446,1,1,1,1,0,0,1,0
eclipse.platform.ui,30464,1,0,1,1,0,0,1,0
eclipse.platform.ui,30467,1,0,1,1,0,0,1,0
eclipse.platform.ui,30470,1,0,1,1,0,0,1,0
eclipse.platform.ui,30716,1,0,0,1,1,0,1,0
eclipse.platform.ui,30780,1,0,0,1,0,0,1,0
eclipse.platform.ui,30802,1,1,0,1,0,0,1,0
eclipse.platform.ui,30803,1,0,0,1,0,0,1,0
eclipse.platform.ui,30804,1,0,0,1,0,0,1,0
eclipse.platform.ui,30806,1,1,0,1,0,0,1,0
eclipse.platform.ui,30865,1,0,0,1,0,0,1,0
eclipse.platform.ui,30876,1,0,1,1,0,0,1,0
eclipse.platform.ui,30940,1,0,0,1,0,0,1,0
eclipse.platform.ui,31002,0,1,1,0,1,0,1,1
eclipse.platform.ui,31009,1,1,1,0,0,0,1,0
eclipse.platform.ui,31026,1,0,1,1,0,0,1,0
eclipse.platform.ui,31051,1,1,1,1,0,0,1,0
eclipse.platform.ui,31093,0,0,1,0,0,0,1,0
eclipse.platform.ui,31113,1,0,0,1,0,0,1,0
eclipse.platform.ui,31116,1,0,0,1,0,0,1,0
eclipse.platform.ui,31151,1,0,0,1,0,0,1,0
eclipse.platform.ui,31152,1,0,0,0,0,0,1,0
eclipse.platform.ui,31178,0,0,0,1,0,0,1,0
eclipse.platform.ui,31180,0,0,0,1,0,0,1,0
eclipse.platform.ui,31208,0,0,0,1,0,0,1,0
eclipse.platform.ui,31252,0,1,1,1,0,0,1,0
eclipse.platform.ui,31281,1,0,0,1,0,0,1,0
eclipse.platform.ui,31283,1,0,0,0,0,0,1,0
eclipse.platform.ui,31297,1,0,0,1,0,0,1,0
eclipse.platform.ui,31299,1,0,0,1,0,0,1,0
eclipse.platform.ui,31382,0,0,0,1,0,0,1,0
eclipse.platform.ui,31383,0,0,0,1,0,0,1,0
eclipse.platform.ui,31479,0,0,1,1,0,0,1,0
eclipse.platform.ui,31480,0,1,1,1,0,0,1,0
eclipse.platform.ui,31506,1,0,0,1,0,0,1,0
eclipse.platform.ui,31510,1,0,0,1,0,0,1,0
eclipse.platform.ui,31550,0,1,0,1,0,0,1,0
eclipse.platform.ui,31583,0,0,0,1,0,0,1,0
eclipse.platform.ui,31655,0,0,0,0,0,0,0,0
eclipse.platform.ui,31685,1,1,0,1,0,0,1,0
eclipse.platform.ui,31690,0,1,1,1,0,0,1,0
eclipse.platform.ui,31737,1,0,0,1,0,0,1,0
eclipse.platform.ui,31765,0,0,0,1,0,0,1,0
eclipse.platform.ui,31812,0,0,0,0,0,0,0,0
eclipse.platform.ui,31819,0,1,0,0,0,0,1,0
