revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,updated_files_list,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,lack_of_cr_cr_smell,ping_pong_cr_smell,sleeping_reviews_cr_smell,missing_context_cr_smell,large_changesets_cr_smell,review_buddies_cr_smell,increased_code_smells
11192,I72386417e81ca74883dc1e77835e5e37df062fb0,https://git.eclipse.org/r/#/c/11192,4,8293410022d9e8ee4a2eaa3024b89e71f72a8c8e,6d6b68920c87b83ca9521c3da1087c8b800fe411,:tests/pom.xml:tests/org.eclipse.e4.ui.compatibility.tests/pom.xml:tests/org.eclipse.e4.ui.menu.tests.p3/pom.xml:tests/org.eclipse.ui.tests/pom.xml:tests/org.eclipse.e4.emf.xpath.test/pom.xml:tests/org.eclipse.e4.ui.menu.tests.p1/pom.xml:tests/org.eclipse.e4.ui.menu.tests.p2/pom.xml:tests/org.eclipse.e4.ui.tests.css.swt/pom.xml:tests/org.eclipse.e4.ui.bindings.tests/pom.xml:pom.xml:tests/org.eclipse.e4.ui.menu.tests.debug/pom.xml:tests/org.eclipse.e4.ui.tests/pom.xml:tests/org.eclipse.ui.tests.forms/pom.xml:tests/org.eclipse.e4.ui.compat.tests.tweaklet/pom.xml:tests/org.eclipse.ui.tests.rcp/pom.xml:tests/org.eclipse.e4.ui.tests.css.core/pom.xml:/COMMIT_MSG:tests/org.eclipse.ui.tests.harness/pom.xml:tests/org.eclipse.jface.tests.databinding/pom.xml:tests/org.eclipse.ui.tests.views.properties.tabbed/pom.xml:tests/org.eclipse.e4.ui.menu.tests/pom.xml:tests/org.eclipse.e4.ui.keybinding.tests/pom.xml:tests/org.eclipse.ui.tests.browser/pom.xml:tests/org.eclipse.e4.core.commands.tests/pom.xml:tests/org.eclipse.jface.tests.databinding.conformance/pom.xml:tests/org.eclipse.ui.tests.performance/pom.xml:tests/org.eclipse.ui.tests.navigator/pom.xml,false,2013-03-15,2013-04-09,165,Bug 401776 - [CBI] too many compile warnings,"Bug 401776 - [CBI] too many compile warnings

surpress warnings in the UI tests by providing a common
test parent.

Change-Id: I72386417e81ca74883dc1e77835e5e37df062fb0",false,true,false,false,false,false
11195,Iafd368bbbabee3a9469620a61e470cbc1d3f1911,https://git.eclipse.org/r/#/c/11195,4,529f0f8cb4e00d8b05297ee5020d3ba0944e8093,edbefdda84b77f813185f5063faeaffcddb7a79c,:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerHideProcessor.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerShowProcessor.java,true,2013-03-15,2013-03-18,18,[403081] Missing context in DynamicMenuContribution,[403081] Missing context in DynamicMenuContribution,false,true,true,true,false,false
11196,Ia50ea4adf2c0aae6d2a69227c7e7c1a0ca3b3844,https://git.eclipse.org/r/#/c/11196,4,59d455913b70211c7a631ed919040d00ff4ebf67,eeef973f472fd3a460eb74ad8ac846f2afd56ec0,:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerHideProcessor.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerShowProcessor.java,true,2013-03-15,2013-03-18,20,[403083] MDynamicMenuContribution @AboutToHide is not optional,[403083] MDynamicMenuContribution @AboutToHide is not optional,false,true,true,true,false,false
11254,Ic9f692b96b8c3d9693363220d27c6956f26f47fb,https://git.eclipse.org/r/#/c/11254,2,ef8fc4bcd238cca0639b4678248d9b2485bd81fa,f6c41a1e28f747c94d58ceb296b853469b7de190,:/COMMIT_MSG,false,2013-03-17,2013-03-18,6,bug 403235 - CommandContributionItem have to restore contributed tooltip when handler changes,"bug 403235 - CommandContributionItem have to restore contributed tooltip
when handler changes

Change-Id: Ic9f692b96b8c3d9693363220d27c6956f26f47fb",false,false,false,false,false,false
11292,Ifac0df7e821e3a769a7e610c585c4ff9a15c5a25,https://git.eclipse.org/r/#/c/11292,1,f6c41a1e28f747c94d58ceb296b853469b7de190,9d0897cacbe5a3326db1ff54eb2788ca63a69da0,:bundles/org.eclipse.jface/src/org/eclipse/jface/preference/PreferenceDialog.java,true,2013-03-18,2013-03-19,2,[Bug 402378] PreferenceDialog sets wrong min size of the ScrolledComposite when switching through the pages.,"[Bug 402378] PreferenceDialog sets wrong min size of the
ScrolledComposite when switching through the pages.

When showing a page, don't call setSize() of the page. Instead call
setSize() of the control to avoid the effects described in the bug.

Change-Id: Ifac0df7e821e3a769a7e610c585c4ff9a15c5a25",false,false,false,false,false,false
11311,Ibbd1359b186316daf8e1aa6653a0a44841f4fbf5,https://git.eclipse.org/r/#/c/11311,2,d15451b1b676bce3420b1ed05b9275dcfe74cccc,809dae48df73ff3ab9b705bc23dfcd714f2207ba,:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/Workbench.java,true,2013-03-19,2013-03-19,3,Bug 402912 - OutOfMemoryError when eclipse left overnight,"Bug 402912 - OutOfMemoryError when eclipse left overnight

We should not accumulate copies of the model as resources in our
resource set.

Change-Id: Ibbd1359b186316daf8e1aa6653a0a44841f4fbf5",false,false,false,false,false,false
11423,I6584407200d27b4df1c10c9a5ff93cc31004ef86,https://git.eclipse.org/r/#/c/11423,2,315da5a7dce073daeea1d8a2a577307de6a772bd,4f8b011b35f3b9be6bd32eec31113ba458a2b535,:bundles/org.eclipse.ui.forms/src/org/eclipse/ui/internal/forms/FormsPlugin.java,true,2013-03-25,2013-04-01,15,NEW - bug 369657: FormsPlugin (Activator) unnecessary extends AbstractUIPlugin  https://bugs.eclipse.org/bugs/show_bug.cgi?id=369657,"NEW - bug 369657: FormsPlugin (Activator) unnecessary extends
AbstractUIPlugin 
https://bugs.eclipse.org/bugs/show_bug.cgi?id=369657",false,false,false,false,false,false
11439,Ie2a237c5b640178ea443ba8e84d10af0c31c03d3,https://git.eclipse.org/r/#/c/11439,4,17cba35344b2cd72baacd2ed69448c923f6bfa63,765bf1df0a7fa63bb7da428c8a2040fc8e48c170,:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/internal/workbench/ResourceHandler.java:bundles/org.eclipse.e4.ui.workbench.swt/src/org/eclipse/e4/ui/internal/workbench/swt/E4Application.java,true,2013-03-25,2013-04-12,91,Bug 330135 - Start e4 RCP several times fails,Bug 330135 - Start e4 RCP several times fails,false,true,false,true,false,false
11513,I7fc59f89450a4e2f4f700e07a85c0388711fa50e,https://git.eclipse.org/r/#/c/11513,7,0c62c2225f3e21759ec9b3253c331d2a2209e86e,29540ac98f4bad4ba9d7dbe806b47ec97ec4b8f5,:tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/tests/UIAllTests.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/WBWRenderer.java:/COMMIT_MSG:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/StackRenderer.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/progress/WorkbenchSiteProgressService.java:bundles/org.eclipse.e4.ui.workbench.swt/src/org/eclipse/e4/ui/internal/workbench/swt/CSSConstants.java:tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/workbench/renderers/swt/StackRendererTest.java:tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/tests/workbench/SWTPartRendererTest.java:tests/org.eclipse.ui.tests/Eclipse UI Tests/org/eclipse/ui/tests/internal/InternalTestSuite.java:tests/org.eclipse.ui.tests/Eclipse UI Tests/org/eclipse/ui/tests/internal/WorkbenchSiteProgressServiceModelTagsTest.java:tests/org.eclipse.e4.ui.tests/META-INF/MANIFEST.MF:bundles/org.eclipse.e4.ui.workbench.renderers.swt/META-INF/MANIFEST.MF:tests/org.eclipse.ui.tests/META-INF/MANIFEST.MF,true,2013-03-27,2013-04-11,565,Bug 372466 - Part tabs no longer show that they are busy.,"Bug 372466 - Part tabs no longer show that they are busy. 

The refactoring of the first fix (I6c9829f2) has been done since it was
needed for the bug 371510, that is going to be solved in the similar
manner",false,true,false,false,true,false
11598,I6dd03256125e9579a9b04a68e768e9c72b883548,https://git.eclipse.org/r/#/c/11598,1,b361b501a7a938c8d67da25da9f51ca044fcbdc0,3203e30866d511beee2f17ffc541b33efd4750cd,:bundles/org.eclipse.e4.ui.workbench/pom.xml,false,2013-04-02,2013-04-02,2,Sync pom version with Manifest one.,Sync pom version with Manifest one.,false,false,false,true,false,false
