revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,updated_files_list,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,lack_of_cr_cr_smell,ping_pong_cr_smell,sleeping_reviews_cr_smell,missing_context_cr_smell,large_changesets_cr_smell,review_buddies_cr_smell,increased_code_smells
10777,I657dd11be165221ee58acf251d9304a829f8916c,https://git.eclipse.org/r/#/c/10777,2,55fcccbfd6bcbfade0a387fda2ecc490a61475eb,5556b634389127039c0200c9657fad698133b1bf,:bundles/org.eclipse.ui.ide/icons/full/ovr16/symlink_ovr.gif,false,2013-03-01,2013-03-05,0,Bug 401794 - overlay icon for symbolic links,"Bug 401794 - overlay icon for symbolic links

Use the flipped linked resource icon

Change-Id: I657dd11be165221ee58acf251d9304a829f8916c",true,false,true,false,false,false
10846,I7ca665801be7ba8a6272180606ffcc385ac61850,https://git.eclipse.org/r/#/c/10846,2,5556b634389127039c0200c9657fad698133b1bf,473563ad4b5d007a21d426807907947b26d7b853,:tests/org.eclipse.ui.tests.harness/src/org/eclipse/ui/tests/harness/util/UITestCase.java,true,2013-03-05,2013-03-05,8,Redundant else removed,"Redundant else removed

Change-Id: I7ca665801be7ba8a6272180606ffcc385ac61850",false,false,false,true,false,false
10860,Id3b90536d6f7afbcbfb5bc3a4cca8bff1df53627,https://git.eclipse.org/r/#/c/10860,7,6ee8a8ba9bb2e56baf6c808d533c67530cbc94c9,29102800c7e57a7c6d29097ee54e3204f5de42e2,:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerRenderer.java,true,2013-03-05,2013-04-04,82,Bug 374568 - Part menu is not rendered correctly after removing menu items,"Bug 374568 - Part menu is not rendered correctly after removing menu
items

Respond to incoming model changes.

Change-Id: Id3b90536d6f7afbcbfb5bc3a4cca8bff1df53627",true,true,false,false,false,false
10965,I6173fef319471b861618d7e0d8534cfb516cf5f1,https://git.eclipse.org/r/#/c/10965,2,ee1b6c2e1d67fbec6844331fcb8632ffad446622,b78ec0d5cd7556d57407d398b2e068dfea6b45c4,:/COMMIT_MSG:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/BindingService.java,true,2013-03-08,2013-03-08,29,bug 266604: [KeyBindings] Import keyBindings does not work https://bugs.eclipse.org/bugs/show_bug.cgi?id=266604,"bug 266604: [KeyBindings] Import keyBindings does not work
https://bugs.eclipse.org/bugs/show_bug.cgi?id=266604",false,false,false,false,false,false
10967,I61f0b869b5d10d0a9ae71cf151fcfc3fc28bcbe7,https://git.eclipse.org/r/#/c/10967,4,17ed31253ed47333b2417dd1a23bc6029dbb77da,97e97aa8abaabec2b1e68665aa7c987d3442cc91,:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/keys/BindingService.java,true,2013-03-08,2013-04-05,28,Bug 383992: Juno: calling getPartialMatches causes a stack overflow https://bugs.eclipse.org/bugs/show_bug.cgi?id=383992,"Bug 383992: Juno: calling getPartialMatches causes a stack overflow
https://bugs.eclipse.org/bugs/show_bug.cgi?id=383992",false,true,false,false,false,false
10993,I9f20ca549d1d83f2d56b59e9d912293a098a9945,https://git.eclipse.org/r/#/c/10993,1,39618aa48f5138f1a1f87c23a16de494297ca624,00ab25987aa50fb7757a4470a4e3cdf99a655f01,:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/services/EvaluationService.java:bundles/org.eclipse.e4.core.commands/src/org/eclipse/e4/core/commands/internal/HandlerServiceCreationFunction.java:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/internal/workbench/ProgressMonitorFunction.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/MenuHelper.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/ToolItemRenderer.java:bundles/org.eclipse.e4.ui.services/src/org/eclipse/e4/ui/internal/services/ContextContextFunction.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/MenuAdditionCacheEntry.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/WorkbenchWindow.java:bundles/org.eclipse.e4.ui.bindings/src/org/eclipse/e4/ui/bindings/internal/BindingServiceCreationFunction.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/DirectContributionItem.java:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/workbench/modeling/ExpressionContext.java:bundles/org.eclipse.e4.core.commands/src/org/eclipse/e4/core/commands/internal/CommandServiceCreationFunction.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/e4/compatibility/CompatibilityView.java:bundles/org.eclipse.e4.ui.services/src/org/eclipse/e4/ui/internal/services/ActiveContextsFunction.java:bundles/org.eclipse.e4.ui.workbench.swt/src/org/eclipse/e4/ui/internal/workbench/swt/E4Application.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/part/PageSite.java:bundles/org.eclipse.e4.ui.services/src/org/eclipse/e4/ui/services/events/EventBrokerFactory.java:/COMMIT_MSG:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/menus/ContributionFactoryGenerator.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/handlers/LegacyHandlerService.java:tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/tests/application/Bug299755Test.java:tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/tests/application/Bug320857Test.java:bundles/org.eclipse.e4.ui.workbench.swt/src/org/eclipse/e4/ui/internal/workbench/swt/StatusReporterCreationFunction.java:tests/org.eclipse.e4.ui.tests/src/org/eclipse/e4/ui/tests/application/Bug308220Test.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/ToolBarContributionRecord.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/Workbench.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/HandledContributionItem.java:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/internal/workbench/PartServiceCreationFunction.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/WorkbenchPlugin.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/ContributionRecord.java:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/internal/workbench/ActivePartLookupFunction.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/MenuManagerRenderer.java:bundles/org.eclipse.e4.ui.workbench.renderers.swt/src/org/eclipse/e4/ui/workbench/renderers/swt/ToolBarManagerRenderer.java:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/internal/workbench/ActiveChildLookupFunction.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/PartSite.java:bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/part/MultiPageEditorSite.java:examples/org.eclipse.e4.demo.e4photo/src/org/eclipse/e4/demo/e4photo/RealmFunction.java,true,2013-03-08,2013-03-08,151,Bug 401933 - [Contexts] IContextFunction should receive the lookup key,"Bug 401933 - [Contexts] IContextFunction should receive the lookup key

Change to new IContextFunction#compute(IEclipseContext,String)",false,false,false,false,false,false
11055,I3075a5fafad91e3721c6c92db464ab50027deb04,https://git.eclipse.org/r/#/c/11055,2,cd1d64472905fe28bc97b1014abfe54fb6c22909,bb677431f9da51085ca5912ae0f8354b8aa3986e,:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/workbench/IWorkbench.java:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/internal/workbench/E4Workbench.java:bundles/org.eclipse.e4.ui.workbench.swt/src/org/eclipse/e4/ui/internal/workbench/swt/E4Application.java,true,2013-03-11,2013-03-11,26,Bug 391186 - Add restart() to IWorkbench,"Bug 391186 - Add restart() to IWorkbench

Change-Id: I3075a5fafad91e3721c6c92db464ab50027deb04",false,false,false,true,false,false
11058,Ie4c13a3e8c72f193e73b9ad70e12419ae638ea02,https://git.eclipse.org/r/#/c/11058,3,bb677431f9da51085ca5912ae0f8354b8aa3986e,d82040a634102243b629a28626bd937ebc335ae9,:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MToolBarContributions.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MToolBarSeparator.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/advanced/MPlaceholder.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MContext.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MToolBar.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/MApplicationElement.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MGenericTile.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MTrimmedWindow.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MMenuContribution.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MHandlerContainer.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MToolBarContribution.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MKeyBinding.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MGenericStack.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MUIElement.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MUILabel.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MPartSashContainer.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MExpression.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MMenuItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MSnippetContainer.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MHandledToolItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MToolItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MMenuSeparator.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MCommandParameter.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/descriptor/basic/MPartDescriptor.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MPopupMenu.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MToolBarElement.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MMenu.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MElementContainer.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MRenderedToolBar.java:bundles/org.eclipse.e4.ui.model.workbench/model/UIElements.genmodel:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MDirectToolItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MWindow.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/fragment/MModelFragments.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MGenericTrimContainer.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MOpaqueMenu.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MPartStack.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MToolControl.java:bundles/org.eclipse.e4.ui.model.workbench/templates/model/Class.javajet:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MTrimBar.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/fragment/MStringModelFragment.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MOpaqueToolItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/MAddon.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MRenderedMenu.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/advanced/MArea.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MDynamicMenuContribution.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MWindowElement.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MMenuContributions.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MPartSashContainerElement.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/advanced/MPerspective.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MBindingTable.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MInput.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MCoreExpression.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MStackElement.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MDirectMenuItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MHandler.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MCategory.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MTrimElement.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MBindingTableContainer.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MBindings.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MHandledMenuItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MKeySequence.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MParameter.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/fragment/MModelFragment.java:bundles/org.eclipse.e4.ui.model.workbench/templates/model/README.txt:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/MDirtyable.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MOpaqueMenuSeparator.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MCommand.java:bundles/org.eclipse.e4.ui.model.workbench/model/ModelFragment.ecore:bundles/org.eclipse.e4.ui.model.workbench/model/UIElements.ecore:/COMMIT_MSG:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/basic/MPart.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MRenderedMenuItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/commands/MBindingContext.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/MApplication.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/advanced/MPerspectiveStack.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MTrimContribution.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MHandledItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MMenuElement.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/MContribution.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MOpaqueMenuItem.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/ui/menu/MTrimContributions.java:bundles/org.eclipse.e4.ui.model.workbench/src/org/eclipse/e4/ui/model/application/descriptor/basic/MPartDescriptorContainer.java,true,2013-03-11,2013-03-12,5540,bug 402764: Remove the MOpaque* model classes,"bug 402764: Remove the MOpaque* model classes

Note: All changes affect javadoc only:
* Mark MOpaque* and MRendered* as @noreference in the the model
* Add documentation nodes to all types and features in the model.
* Regenerate all interfaces to pick up new model doc comments",false,false,false,false,true,false
11059,Ia394130f1d815508146690eae38678840057c1d1,https://git.eclipse.org/r/#/c/11059,3,26f6222dee77c1eec3f2155438d78d35512dbbe2,c848d079f417f4e2b78736d479b21066d52976e1,:/COMMIT_MSG:bundles/org.eclipse.e4.ui.workbench/src/org/eclipse/e4/ui/internal/workbench/ModelServiceImpl.java,true,2013-03-11,2013-03-12,222,bug 402781: [API] Extend the EModelService to provide factory capabilities for model elements,"bug 402781: [API] Extend the EModelService to provide factory
capabilities for model elements",false,false,false,false,false,false
11060,I663fb5b562932d5f2bb8b2caf0075eb86b6b7db8,https://git.eclipse.org/r/#/c/11060,1,a6a6037e255d5dc00005313e06bc241c8a72231c,f230bbd92f304e5c0bde3d869349b1e39a1a1e1f,:bundles/org.eclipse.jface/src/org/eclipse/jface/dialogs/TitleAreaDialog.java,true,2013-03-11,2013-03-11,22,Bug 248410 - [Wizards] Accessibility: User is not alerted to error message displayed in wizard dialog,"Bug 248410 - [Wizards] Accessibility: User is not alerted to error
message displayed in wizard dialog

Mark the status label as a live area and update it on text change.

Change-Id: I663fb5b562932d5f2bb8b2caf0075eb86b6b7db8",true,false,false,false,false,false
